question_id,db_id,question,gold_sql,JOIN,GROUP_BY,HAVING,categories,category_signature,parse_error
1236,thrombosis_prediction,"For all the female patient age 50 and above, who has abnormal red blood cell count. State if they were admitted to hospital.","SELECT DISTINCT T1.ID, T1.Admission FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F' AND (T2.RBC <= 3.5 OR T2.RBC >= 6.0) AND STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50",True,False,False,['JOIN'],JOIN,
1237,thrombosis_prediction,"Among all outpatients, list out those have low hemoglobin level. State the different IDs and their sex.","SELECT DISTINCT T1.ID, T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.HGB < 10 AND T1.Admission = '-'",True,False,False,['JOIN'],JOIN,
1238,thrombosis_prediction,"Among the patients who were diagnosed with SLE, who is the oldest with normal hemoglobin level. Provide the ID and sex.","SELECT T1.ID, T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Diagnosis = 'SLE' AND T2.HGB > 10 AND T2.HGB < 17 ORDER BY T1.Birthday ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
1239,thrombosis_prediction,Name the ID and age of patient with two or more laboratory examinations which show their hematoclit level exceeded the normal range.,"SELECT DISTINCT T1.ID, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID IN ( SELECT ID FROM Laboratory WHERE HCT >= 52 GROUP BY ID HAVING COUNT(ID) >= 2 )",True,True,True,"['JOIN', 'GROUP_BY', 'HAVING']",JOIN+GROUP_BY+HAVING,
1240,thrombosis_prediction,"From laboratory examinations in 1991, what is the average hematoclit level that is lower than the normal range.","SELECT AVG(T2.HCT) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.HCT < 29 AND STRFTIME('%Y', T2.Date) = '1991'",True,False,False,['JOIN'],JOIN,
1241,thrombosis_prediction,"For patients with abnormal platelet level, state the number of patients with lower than normal range. How is it compare to the number of patients with higher than normal range?",SELECT SUM(CASE WHEN T2.PLT <= 100 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.PLT >= 400 THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,True,False,False,['JOIN'],JOIN,
1242,thrombosis_prediction,"For laboratory examinations take in 1984, list all patients below 50 years old with normal platelet level.","SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PLT BETWEEN 100 AND 400 AND STRFTIME('%Y', T2.Date) - STRFTIME('%Y', T1.Birthday) < 50 AND STRFTIME('%Y', T2.Date) = '1984'",True,False,False,['JOIN'],JOIN,
1243,thrombosis_prediction,"For all patients who are older than 55 years old, what is the percentage of female who has abnormal prothrombin time (PT)?","SELECT CAST(SUM(CASE WHEN T2.PT >= 14 AND T1.SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) > 55",True,False,False,['JOIN'],JOIN,
1244,thrombosis_prediction,List all patients who first came to the hospital after year 1992 with prothrombin time (PT) level that are normal.,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.`First Date`) > '1992' AND T2.PT < 14",True,False,False,['JOIN'],JOIN,
1245,thrombosis_prediction,"For the examinations done after 1997/1/1, how many of them have the result of an inactivated partial prothrom bin time?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.Date > '1997-01-01' AND T2.APTT >= 45,True,False,False,['JOIN'],JOIN,
1246,thrombosis_prediction,"For the patients with an abnormal activated partial prothrom bin time, how many of them does not have thrombosis?",SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T3.Thrombosis = 0 AND T2.APTT > 45,True,False,False,['JOIN'],JOIN,
1247,thrombosis_prediction,"Among the male patients who have a normal level of white blood cells, how many of them have an abnormal fibrinogen level?",SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.FG <= 150 OR T2.FG >= 450 AND T2.WBC > 3.5 AND T2.WBC < 9.0 AND T1.SEX = 'M',True,False,False,['JOIN'],JOIN,
1248,thrombosis_prediction,How many patients born after 1980/1/1 have an abnormal fibrinogen level?,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.FG <= 150 OR T2.FG >= 450 AND T1.Birthday > '1980-01-01',True,False,False,['JOIN'],JOIN,
1249,thrombosis_prediction,Please list the disease names of the patients that have a proteinuria level higher than normal.,SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`U-PRO` >= 30,True,False,False,['JOIN'],JOIN,
1250,thrombosis_prediction,Which patient has a normal proteinuria level and is diagnosed with SLE? Please give his or her patient ID.,SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`U-PRO` > 0 AND T2.`U-PRO` < 30 AND T1.Diagnosis = 'SLE',True,False,False,['JOIN'],JOIN,
1251,thrombosis_prediction,How many patients with an Ig G higher than normal?,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T2.IGG >= 2000,True,False,False,['JOIN'],JOIN,
1252,thrombosis_prediction,"Among the patients with a normal Ig G level, how many of them have symptoms?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T2.IGG BETWEEN 900 AND 2000 AND T3.Symptoms IS NOT NULL,True,False,False,['JOIN'],JOIN,
1253,thrombosis_prediction,"For the patient who has the highest Ig A within the normal range, what is his or her diagnosis?",SELECT patientData.Diagnosis FROM Patient AS patientData INNER JOIN Laboratory AS labData ON patientData.ID = labData.ID WHERE labData.IGA BETWEEN 80 AND 500 ORDER BY labData.IGA DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
1254,thrombosis_prediction,How many patients with a normal Ig A level came to the hospital after 1990/1/1?,"SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGA BETWEEN 80 AND 500 AND  strftime('%Y',  T1.`First Date`) > '1990'",True,False,False,['JOIN'],JOIN,
1255,thrombosis_prediction,"For the patients with an abnormal Ig M level, what is the most common disease they are diagnosed with?",SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGM NOT BETWEEN 40 AND 400 GROUP BY T1.Diagnosis ORDER BY COUNT(T1.Diagnosis) DESC LIMIT 1,True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
1256,thrombosis_prediction,How many patients with a abnormal C-reactive protein don't have their data recorded?,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE (T2.CRP = '+' ) AND T1.Description IS NULL,True,False,False,['JOIN'],JOIN,
1257,thrombosis_prediction,"Among the patients whose creatinine level is abnormal, how many of them aren't 70 yet?","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CRE >= 1.5 AND STRFTIME('%Y', Date('now')) - STRFTIME('%Y', T1.Birthday) < 70",True,False,False,['JOIN'],JOIN,
1258,thrombosis_prediction,How many patients with a normal Rhuematoid Factor has a positive measure of degree of coagulation?,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE (T2.RA = '-' OR T2.RA = '+-') AND T3.KCT = '+',True,False,False,['JOIN'],JOIN,
1259,thrombosis_prediction,Please list the diseases of the patients born after 1985-1-1 and have a normal Rhuematoid Factor.,SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE (T2.RA = '-' OR T2.RA = '+-') AND T1.Birthday > '1985-01-01',True,False,False,['JOIN'],JOIN,
1260,thrombosis_prediction,Please list the ID of the patient whose RF is normal and who is older than 60.,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RF < 20 AND STRFTIME('%Y', DATE('now')) - STRFTIME('%Y', T1.Birthday) > 60",True,False,False,['JOIN'],JOIN,
1261,thrombosis_prediction,How many patients with a normal RF don't have thrombosis?,SELECT COUNT(DISTINCT T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RF < 20 AND T1.Thrombosis = 0,True,False,False,['JOIN'],JOIN,
1262,thrombosis_prediction,How many patients with a normal level of complement 3 have a P pattern observed in the sheet of ANA examination?,SELECT COUNT(DISTINCT T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.C3 > 35 AND T1.`ANA Pattern` = 'P',True,False,False,['JOIN'],JOIN,
1263,thrombosis_prediction,"Among the patients whose level of Hematoclit isn't normal, which patient has the highest anti-Cardiolipin antibody concentration? Please list his or her ID.",SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID INNER JOIN Laboratory AS T3 on T1.ID = T3.ID WHERE (T3.HCT >= 52 OR T3.HCT <= 29) ORDER BY T2.`aCL IgA` DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
1264,thrombosis_prediction,"Among the patients have blood clots in veins, how many of them have a normal level of complement 4?",SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.C4 > 10 AND T1.Diagnosis = 'APS',True,False,False,['JOIN'],JOIN,
1265,thrombosis_prediction,How many patients have a normal level of anti-ribonuclear protein and have been admitted to the hospital?,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RNP = 'negative' OR T2.RNP = '0' AND T1.Admission = '+',True,False,False,['JOIN'],JOIN,
1266,thrombosis_prediction,Which is the youngest patient with an abnormal anti-ribonuclear protein level? Please list his or her date of birth.,SELECT T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RNP != '-' OR '+-' ORDER BY T1.Birthday DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
1267,thrombosis_prediction,"Among the patients with normal anti-SM, how many of them does not have thrombosis?","SELECT COUNT(T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SM IN ('negative','0') AND T1.Thrombosis = 0",True,False,False,['JOIN'],JOIN,
1268,thrombosis_prediction,"For the patients with an abnormal anti-SM, please list the IDs of the three youngest ones.","SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SM NOT IN ('negative','0') ORDER BY T1.Birthday DESC LIMIT 3",True,False,False,['JOIN'],JOIN,
1269,thrombosis_prediction,Please list the IDs of the patients who had the examination done after 1997/1/1 and had a normal anti-scl70.,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SC170 IN ('negative','0') AND T2.Date > 1997-01-01",True,False,False,['JOIN'],JOIN,
1270,thrombosis_prediction,"Among the patients who has a normal anti-scl70, how many of them are female and does not have any symptom?",SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE (T2.SC170 = 'negative' OR T2.SC170 = '0') AND T1.SEX = 'F' AND T3.Symptoms IS NULL,True,False,False,['JOIN'],JOIN,
1271,thrombosis_prediction,How many patients with a normal anti-SSA came to the hospital before 2000?,"SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SSA IN ('negative', '0') AND STRFTIME('%Y', T2.Date) < '2000'",True,False,False,['JOIN'],JOIN,
1272,thrombosis_prediction,Which patient is the first patient with an abnormal anti-SSA to come to the hospital? Please give his or her ID.,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.`First Date` IS NOT NULL AND T2.SSA NOT IN ('negative', '0') ORDER BY T1.`First Date` ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
1273,thrombosis_prediction,How many patients have a normal anti-SSB and are diagnosed with SLE in the examination?,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SSB = 'negative' OR '0' AND T1.Diagnosis = 'SLE',True,False,False,['JOIN'],JOIN,
1274,thrombosis_prediction,"For the patients whose anti-SSB are normal, how many of them have other symptoms observed in their examination?",SELECT COUNT(DISTINCT T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SSB = 'negative' OR '0' AND T1.Symptoms IS NOT NULL,True,False,False,['JOIN'],JOIN,
1275,thrombosis_prediction,"Among the patients who has a normal level of anti-centromere and a normal level of anti-SSB, how many of them are male?","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CENTROMEA IN ('negative', '0') AND T2.SSB IN ('negative', '0') AND T1.SEX = 'M'",True,False,False,['JOIN'],JOIN,
1276,thrombosis_prediction,"For the patients who have an abnormal level of anti-DNA, please list the diseases they are diagnosed with.",SELECT DISTINCT(T1.Diagnosis) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.DNA >= 8,True,False,False,['JOIN'],JOIN,
1277,thrombosis_prediction,"How many patients have a normal anti-DNA level, yet their data are not recorded.",SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.DNA < 8 AND T1.Description IS NULL,True,False,False,['JOIN'],JOIN,
1278,thrombosis_prediction,"Of the patients with an normal level of IGG, how many of them admitted to the hospital?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGG > 900 AND T2.IGG <2000 AND  T1.Admission = '+',True,False,False,['JOIN'],JOIN,
1279,thrombosis_prediction,"What is the percentage of patient who has a abnormal level of glutamic oxaloacetic transaminase level, yet he or she is diagnosed with SLE?",SELECT COUNT(CASE WHEN T1.Diagnosis LIKE '%SLE%' THEN T1.ID ELSE 0 END) / COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`GOT` >= 60,True,False,False,['JOIN'],JOIN,
1280,thrombosis_prediction,How many male patients have their glutamic oxaloacetic transaminase in the normal range?,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT < 60 AND T1.SEX = 'M',True,False,False,['JOIN'],JOIN,
1281,thrombosis_prediction,"Among the patients who have an abnormal level of glutamic oxaloacetic transaminase, when was the youngest of them born?",SELECT T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT >= 60 ORDER BY T1.Birthday DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
1282,thrombosis_prediction,Please list the top three patients' birthdays with the highest glutamic pylvic transaminase in the normal range.,SELECT T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GPT < 60 ORDER BY T2.GPT DESC LIMIT 3,True,False,False,['JOIN'],JOIN,
1283,thrombosis_prediction,"For the patients with the normal glutamic pylvic transaminase level, how many of them are male?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT < 60 AND T1.SEX = 'M',True,False,False,['JOIN'],JOIN,
1284,thrombosis_prediction,"For the patient with the highest lactate dehydrogenase in the normal range, when was his or her data first recorded?",SELECT T1.`First Date` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH < 500 ORDER BY T2.LDH ASC LIMIT 1,True,False,False,['JOIN'],JOIN,
1285,thrombosis_prediction,When is the latest patient's medical data recorded? This patient should have an abnormal level of lactate dehydrogenase.,SELECT T1.`First Date` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH >= 500 ORDER BY T1.`First Date` DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
1286,thrombosis_prediction,"For the patient with an abnormal alkaliphophatase level, how many of them are admitted to the hospital?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.ALP >= 300 AND T1.Admission = '+',True,False,False,['JOIN'],JOIN,
1287,thrombosis_prediction,"Among the patients followed at the outpatient clinic, how many of them have a normal level of alkaliphophatase?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.ALP < 300 AND T1.Admission = '-',True,False,False,['JOIN'],JOIN,
1288,thrombosis_prediction,Please list the diagnosis of the patients whose total protein is lower than normal.,SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TP < 6.0,True,False,False,['JOIN'],JOIN,
1289,thrombosis_prediction,"For the patients who are diagnosed with SJS, how many of them have a normal level of total protein?",SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Diagnosis = 'SJS' AND T2.TP > 6.0 AND T2.TP < 8.5,True,False,False,['JOIN'],JOIN,
1290,thrombosis_prediction,What is the examination date of the patient whose albumin is the highest in the normal range?,SELECT Date FROM Laboratory WHERE ALB > 3.5 AND ALB < 5.5 ORDER BY ALB DESC LIMIT 1,False,False,False,[],NONE,
1291,thrombosis_prediction,How many male patients have a normal level of both albumin and total protein?,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'M'  AND T2.ALB > 3.5 AND T2.ALB < 5.5 AND T2.TP BETWEEN 6.0 AND 8.5,True,False,False,['JOIN'],JOIN,
1292,thrombosis_prediction,What is the anti Cardiolipin antibody concentration of the female patient with the highest uric acid level in the normal range?,"SELECT T3.`aCL IgG`, T3.`aCL IgM`, T3.`aCL IgA` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T1.SEX = 'F' AND T2.UA > 6.5 ORDER BY T2.UA DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
1293,thrombosis_prediction,What is the highest anti-nucleus antibody concentration level of a patient with a normal creatinine level?,SELECT T2.ANA FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID INNER JOIN Laboratory AS T3 ON T1.ID = T3.ID WHERE T3.CRE < 1.5 ORDER BY T2.ANA DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
